$GPGGA,090000.00,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.10,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090000.20,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090000.30,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090000.40,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090000.50,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090000.60,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090000.70,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090000.80,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.90,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.00,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.10,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.20,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090001.30,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090001.40,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090001.50,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090001.60,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.70,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090001.80,4042.78729548,N,07400.43611812,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
